Campaign_ID,Campaign_Name,Channel,Start_Date,End_Date,Region,Audience_Type,Age_Group,Gender,Impressions,Clicks,Conversions,Spend,Revenue
MKT478,Weekend Bonanza,Twitter,2024-07-05,2024-07-23,South,Returning,26-35,Other,42010,1268,1519,8228,35563
MKT479,Festive Blast,Twitter,2024-07-26,2024-08-03,West,Returning,50+,Male,175195,10968,2770,9582,46404
MKT480,Weekend Bonanza,Email,2024-08-04,2024-08-17,East,Returning,50+,Other,107923,3462,688,18147,65182
MKT481,New Year Promo,Facebook,2024-08-08,2024-09-05,West,Returning,18-25,Other,153962,10460,1003,16397,42991
MKT482,Clearance Campaign,Instagram,2024-03-29,2024-04-21,South,Returning,50+,Male,150526,2015,2667,43799,57663
MKT483,Festive Blast,YouTube,2024-02-02,2024-02-23,North,New,18-25,Male,129162,11914,2269,42011,75886
MKT484,Weekend Bonanza,YouTube,2024-09-21,2024-10-08,West,Returning,36-50,Other,140927,10275,439,18647,93848
MKT485,Monsoon Offers,Google Ads,2024-01-06,2024-02-01,West,Returning,36-50,Other,28026,13293,274,32718,34127
MKT486,Diwali Offers,Google Ads,2024-01-25,2024-02-10,South,New,50+,Other,84925,14269,2023,49264,67692
MKT487,Summer Sale,YouTube,2024-01-26,2024-02-14,South,Returning,50+,Other,88842,8984,1814,47317,47500
MKT488,Diwali Offers,Google Ads,2024-09-17,2024-10-03,West,New,26-35,Male,53665,1406,696,24097,43785
MKT489,New Year Promo,Facebook,2024-02-23,2024-03-24,East,Returning,50+,Male,29277,8384,550,41953,94146
MKT490,Winter Deals,Twitter,2024-07-15,2024-08-09,West,New,26-35,Other,193311,7049,656,45096,99126
MKT491,Summer Sale,Google Ads,2024-02-09,2024-03-08,South,New,36-50,Female,198736,7169,1259,22107,57997
MKT492,Flash Sale,Email,2024-07-03,2024-07-22,North,Returning,36-50,Female,68008,8982,1456,8010,17170
MKT493,Monsoon Offers,Google Ads,2024-07-17,2024-08-11,North,Returning,18-25,Male,34683,12268,2156,10555,23303
MKT494,Flash Sale,Instagram,2024-07-05,2024-07-18,East,Returning,36-50,Other,151742,1985,2481,5067,81743
MKT495,Festive Blast,Facebook,2024-10-08,2024-11-01,West,New,26-35,Other,168961,12795,1116,33412,87852
MKT496,Summer Sale,Instagram,2024-06-15,2024-06-24,North,New,50+,Male,195607,5485,2474,49953,45187
MKT497,Flash Sale,Instagram,2024-03-16,2024-04-13,West,New,18-25,Female,98542,9901,2162,39305,75034
MKT498,Flash Sale,Email,2024-06-02,2024-06-28,South,Returning,26-35,Female,74319,3618,938,16549,81776
MKT499,Weekend Bonanza,Facebook,2024-07-23,2024-08-11,North,New,50+,Female,112067,14759,1737,10680,11893
MKT500,Diwali Offers,Facebook,2024-01-02,2024-01-19,East,New,18-25,Male,172711,14041,325,30739,23753
MKT501,Weekend Bonanza,Facebook,2024-07-18,2024-08-17,South,Returning,36-50,Female,167705,7289,1913,26209,48090
MKT502,Summer Sale,Facebook,2024-10-08,2024-10-15,East,New,26-35,Male,185732,10603,2260,46515,74922
MKT503,Summer Sale,Facebook,2024-09-30,2024-10-13,South,New,50+,Male,88975,7928,2120,27432,86768
MKT504,New Year Promo,Email,2024-03-30,2024-04-06,North,Returning,18-25,Other,183244,6368,1551,20116,69412
MKT505,Weekend Bonanza,Google Ads,2024-09-26,2024-10-26,East,New,18-25,Female,121158,5621,2148,25045,66030
MKT506,Mega Discount,Instagram,2024-03-17,2024-03-26,East,Returning,36-50,Male,31577,10677,2413,31327,27509
MKT507,Diwali Offers,Facebook,2024-06-08,2024-06-22,South,Returning,50+,Female,97299,12142,1614,40709,78653
MKT508,Summer Sale,Google Ads,2024-02-13,2024-02-29,East,Returning,36-50,Female,40176,13843,1331,48617,46929
MKT509,New Year Promo,Google Ads,2024-09-16,2024-10-07,South,Returning,36-50,Other,195458,12126,1745,31905,58291
MKT510,Weekend Bonanza,Instagram,2024-10-11,2024-11-07,South,Returning,50+,Female,83972,8566,1835,12067,14042
MKT511,Diwali Offers,Email,2024-07-09,2024-07-22,South,New,50+,Other,140018,13306,405,37559,72574
MKT512,Weekend Bonanza,YouTube,2024-04-03,2024-04-23,South,New,50+,Male,192075,5670,2159,47919,47201
MKT513,Flash Sale,YouTube,2024-07-21,2024-07-31,North,Returning,26-35,Female,39996,8658,1823,22985,24016
MKT514,New Year Promo,Google Ads,2024-07-17,2024-08-14,South,Returning,50+,Male,120922,2003,1789,32369,35022
MKT515,Diwali Offers,Twitter,2024-07-17,2024-07-25,West,New,18-25,Female,106598,11658,1617,22864,37938
MKT516,Clearance Campaign,Twitter,2024-05-10,2024-06-07,East,Returning,36-50,Male,55931,8504,1491,27614,53678
MKT517,Festive Blast,Instagram,2024-05-11,2024-06-02,West,Returning,26-35,Female,144168,3466,519,20613,71720
MKT518,Festive Blast,YouTube,2024-05-05,2024-05-31,North,Returning,50+,Female,186782,11130,2318,11447,66805
MKT519,Diwali Offers,Google Ads,2024-02-06,2024-02-16,West,New,26-35,Female,143099,2939,233,10499,84323
MKT520,Weekend Bonanza,Email,2024-04-29,2024-05-28,East,New,50+,Female,54693,2635,2130,44041,11986
MKT521,New Year Promo,YouTube,2024-01-21,2024-02-09,West,Returning,26-35,Female,186812,10890,1550,36315,86478
MKT522,Festive Blast,Google Ads,2024-05-24,2024-06-08,North,Returning,36-50,Female,128944,9095,1653,6299,92994
MKT523,New Year Promo,Google Ads,2024-07-04,2024-07-22,South,New,36-50,Female,37374,7265,1264,44469,22161
MKT524,Festive Blast,Facebook,2024-09-05,2024-09-22,West,New,18-25,Female,101471,13719,1969,9994,30689
MKT525,Flash Sale,Email,2024-09-09,2024-10-05,North,Returning,18-25,Female,65913,11283,1919,34878,70924
MKT526,Weekend Bonanza,Facebook,2024-01-12,2024-01-30,North,Returning,50+,Male,143683,2895,2805,20627,84308
MKT527,Flash Sale,Instagram,2024-06-11,2024-07-05,East,New,36-50,Other,64516,14628,1442,12489,73745
MKT528,Festive Blast,Facebook,2024-09-22,2024-10-15,East,New,26-35,Female,107796,7524,1564,31111,11211
MKT529,Clearance Campaign,Facebook,2024-01-04,2024-02-02,West,New,26-35,Other,46069,13432,2326,37355,10229
MKT530,Clearance Campaign,YouTube,2024-10-18,2024-10-31,South,Returning,26-35,Female,138333,12590,1179,13269,58542
MKT531,Flash Sale,Twitter,2024-04-26,2024-05-06,North,New,18-25,Female,104811,2073,1278,7831,24345
MKT532,Clearance Campaign,Google Ads,2024-06-21,2024-06-28,West,Returning,26-35,Male,138028,6184,1795,49370,41819
MKT533,Festive Blast,Email,2024-08-29,2024-09-19,North,New,18-25,Male,59178,3402,210,16819,57779
MKT534,Diwali Offers,Facebook,2024-09-13,2024-10-13,North,New,18-25,Other,52821,5895,2284,29813,92421
MKT535,Flash Sale,Email,2024-07-10,2024-08-07,South,New,50+,Male,36999,8331,2379,26637,75584
MKT536,Winter Deals,Twitter,2024-09-28,2024-10-06,South,New,26-35,Male,58712,12404,567,6996,29950
MKT537,Weekend Bonanza,Twitter,2024-04-28,2024-05-23,West,Returning,26-35,Other,191244,13229,2879,49387,25173
MKT538,Clearance Campaign,Facebook,2024-04-11,2024-04-27,South,Returning,36-50,Male,53722,10343,2628,8089,68032
MKT539,Clearance Campaign,Instagram,2024-06-15,2024-07-11,South,New,50+,Female,30625,11637,913,38291,38036
MKT540,Summer Sale,Facebook,2024-01-22,2024-02-16,West,Returning,36-50,Other,26859,2956,1372,25659,81356
MKT541,Mega Discount,YouTube,2024-03-07,2024-03-14,South,New,50+,Other,192681,8023,1093,35429,24292
MKT542,Flash Sale,Google Ads,2024-03-31,2024-04-17,East,New,26-35,Female,194379,13750,2131,20732,13052
MKT543,Monsoon Offers,Instagram,2024-07-01,2024-07-08,North,New,18-25,Male,130986,4907,422,24506,54377
MKT544,Clearance Campaign,Facebook,2024-01-15,2024-01-30,North,New,18-25,Other,41839,1807,1003,45935,99317
MKT545,Weekend Bonanza,Email,2024-09-13,2024-10-08,North,Returning,18-25,Other,47216,9378,1641,10190,77838
MKT546,Winter Deals,Instagram,2024-03-18,2024-04-02,North,New,18-25,Female,72953,5827,2099,9575,77819
MKT547,Clearance Campaign,Instagram,2024-02-10,2024-02-19,West,New,18-25,Female,69522,14501,1915,45495,25620
MKT548,Winter Deals,Facebook,2024-03-26,2024-04-17,North,Returning,36-50,Male,155958,14699,2753,39565,40461
MKT549,Festive Blast,Instagram,2024-06-29,2024-07-23,North,New,50+,Other,131249,5524,2576,39899,30750
MKT550,Festive Blast,Email,2024-04-18,2024-05-10,North,New,26-35,Male,27485,10499,247,28706,98719
MKT551,Mega Discount,Twitter,2024-02-08,2024-02-21,North,New,36-50,Male,182527,3284,1241,27884,19472
MKT552,Diwali Offers,Instagram,2024-02-06,2024-03-03,East,Returning,50+,Female,167839,6313,949,22199,79263
MKT553,Monsoon Offers,Twitter,2024-02-05,2024-03-06,North,New,18-25,Other,132701,14598,466,49100,67602
MKT554,Summer Sale,Email,2024-07-11,2024-08-03,East,Returning,50+,Other,179525,14058,2997,44434,35523
MKT555,Mega Discount,Facebook,2024-06-21,2024-06-28,West,New,50+,Other,122638,1757,1189,17479,40766
MKT556,New Year Promo,Google Ads,2024-07-28,2024-08-10,South,New,18-25,Female,32226,13423,2138,39178,76060
MKT557,Summer Sale,Instagram,2024-06-08,2024-07-05,North,Returning,18-25,Female,113405,5887,2960,17665,19079
MKT558,Flash Sale,Google Ads,2024-03-25,2024-04-05,South,New,18-25,Female,42588,4854,274,5534,18399
MKT559,Weekend Bonanza,Email,2024-08-19,2024-09-01,South,New,26-35,Female,182781,13458,1954,31292,70726
MKT560,New Year Promo,Instagram,2024-10-18,2024-10-28,West,Returning,18-25,Female,198860,11398,687,41132,26532
MKT561,New Year Promo,Twitter,2024-04-16,2024-04-24,South,Returning,26-35,Other,57019,4558,594,41110,92357
MKT562,Mega Discount,YouTube,2024-01-11,2024-01-19,East,Returning,18-25,Male,196020,10772,1237,27469,53162
MKT563,Diwali Offers,Google Ads,2024-07-14,2024-08-08,South,Returning,26-35,Other,85133,1961,1884,42268,13749
MKT564,Mega Discount,Instagram,2024-05-25,2024-06-07,South,Returning,50+,Male,134444,4847,1270,6172,21353
MKT565,Flash Sale,Google Ads,2024-09-17,2024-10-08,South,New,36-50,Female,137603,7726,134,32914,38477
MKT566,Clearance Campaign,Instagram,2024-05-31,2024-06-11,North,Returning,50+,Male,178598,4575,1098,25901,34570
MKT567,Clearance Campaign,Facebook,2024-01-13,2024-01-31,North,New,50+,Other,148585,10067,1432,45775,96373
MKT568,Diwali Offers,Twitter,2024-07-17,2024-07-30,East,New,18-25,Other,63395,3418,2685,39409,21437
MKT569,Flash Sale,Google Ads,2024-03-16,2024-03-30,East,New,26-35,Male,175103,5198,2897,24324,48104
MKT570,Diwali Offers,YouTube,2024-02-17,2024-03-12,North,Returning,36-50,Female,145814,2001,1137,13738,73370
MKT571,Winter Deals,YouTube,2024-08-07,2024-09-01,East,Returning,18-25,Female,188773,6244,473,42494,14551
MKT572,Clearance Campaign,Email,2024-06-17,2024-07-08,North,New,18-25,Other,132599,12576,2704,49557,78359
MKT573,New Year Promo,Instagram,2024-08-17,2024-09-01,West,Returning,18-25,Male,45939,8119,1551,29054,64880
MKT574,Monsoon Offers,Google Ads,2024-03-03,2024-03-17,South,Returning,50+,Female,171396,5066,1851,34709,22916
MKT575,Weekend Bonanza,Email,2024-01-05,2024-01-25,South,Returning,26-35,Female,173939,3845,2380,48785,90703
MKT576,Flash Sale,Google Ads,2024-08-06,2024-08-16,East,Returning,26-35,Other,20203,10673,804,25107,51445
MKT577,Summer Sale,Instagram,2024-06-06,2024-06-29,North,New,36-50,Female,167616,12493,662,5363,57636
MKT578,Diwali Offers,YouTube,2024-10-19,2024-10-27,North,New,26-35,Male,166971,9849,2873,15358,83927
MKT579,Weekend Bonanza,Facebook,2024-03-02,2024-03-25,East,Returning,26-35,Other,49063,6316,1973,41077,88194
MKT580,Summer Sale,YouTube,2024-10-23,2024-11-08,North,New,18-25,Other,110880,11972,2223,8240,39685
MKT581,Weekend Bonanza,Email,2024-06-23,2024-07-22,West,Returning,18-25,Male,23748,1422,538,11665,61134
MKT582,Monsoon Offers,Twitter,2024-08-06,2024-08-30,South,Returning,50+,Other,137269,7715,1983,6936,98916
MKT583,Summer Sale,Facebook,2024-03-11,2024-03-27,East,New,18-25,Female,100764,12873,2079,30538,77847
MKT584,Mega Discount,Email,2024-05-02,2024-05-16,East,New,18-25,Female,171956,5266,798,48965,49993
MKT585,Festive Blast,Instagram,2024-03-21,2024-04-12,North,New,18-25,Male,176255,8549,1412,16998,54333
MKT586,Mega Discount,Facebook,2024-09-09,2024-09-23,East,Returning,18-25,Female,128036,7316,1663,5882,68865
MKT587,Clearance Campaign,Email,2024-08-28,2024-09-25,West,New,50+,Male,170331,3710,791,25224,89096
MKT588,Festive Blast,Instagram,2024-01-30,2024-02-17,North,Returning,18-25,Male,187031,9644,2400,44691,59756
MKT589,Mega Discount,YouTube,2024-07-10,2024-07-21,North,New,36-50,Female,136525,11589,1300,35825,71192
MKT590,Festive Blast,Twitter,2024-05-15,2024-06-04,North,New,36-50,Male,184529,9069,2557,10204,70686
MKT591,Festive Blast,Instagram,2024-07-14,2024-07-22,North,Returning,36-50,Female,105679,11167,1734,33885,58733
MKT592,New Year Promo,Google Ads,2024-10-13,2024-11-09,West,Returning,36-50,Other,145829,2657,1733,45056,35993
MKT593,Diwali Offers,Instagram,2024-07-26,2024-08-06,North,Returning,18-25,Other,148216,3541,226,8203,40492
MKT594,Diwali Offers,Instagram,2024-03-05,2024-03-24,East,Returning,36-50,Male,153175,7763,1606,7244,30981
MKT595,New Year Promo,Twitter,2024-04-03,2024-04-10,West,Returning,18-25,Female,85901,4075,1291,37786,34143
MKT596,Weekend Bonanza,Google Ads,2024-07-03,2024-07-19,South,Returning,50+,Female,195607,4164,2739,8083,87603
MKT597,Winter Deals,Email,2024-05-22,2024-06-03,South,Returning,36-50,Other,167175,12158,393,26584,99452
MKT598,Weekend Bonanza,Email,2024-07-24,2024-08-23,East,Returning,26-35,Other,118046,3053,1466,13521,70277
MKT599,Summer Sale,Instagram,2024-04-02,2024-05-01,East,New,36-50,Female,110012,9479,1119,38541,59990
MKT600,Summer Sale,Google Ads,2024-04-24,2024-05-08,West,Returning,36-50,Male,98278,6737,2457,34063,72888
MKT601,Festive Blast,Google Ads,2024-02-16,2024-02-25,South,Returning,18-25,Other,32391,4217,2809,9732,79351
MKT602,Mega Discount,Twitter,2024-06-07,2024-06-30,South,New,36-50,Male,122476,13046,2675,32518,59999
MKT603,Mega Discount,YouTube,2024-03-26,2024-04-05,South,Returning,26-35,Male,179973,2447,2687,44563,80309
MKT604,Diwali Offers,Email,2024-07-10,2024-08-01,South,New,18-25,Other,140721,7009,518,44752,22446
MKT605,Flash Sale,Twitter,2024-02-10,2024-02-22,South,New,18-25,Male,117537,1607,543,34697,40733
MKT606,Weekend Bonanza,Facebook,2024-04-06,2024-04-13,North,Returning,50+,Male,101159,5552,784,7567,86000
MKT607,Clearance Campaign,Email,2024-05-31,2024-06-25,East,New,50+,Female,151040,2764,2987,21121,58632
MKT608,Monsoon Offers,Twitter,2024-09-07,2024-09-18,North,Returning,36-50,Male,189509,10417,2383,6674,31576
MKT609,Mega Discount,Email,2024-02-27,2024-03-08,South,New,50+,Female,55503,10427,1562,15875,13320
MKT610,Monsoon Offers,YouTube,2024-05-08,2024-05-30,West,New,50+,Other,95403,10221,2361,49340,20750
MKT611,Festive Blast,Facebook,2024-09-18,2024-10-02,West,New,50+,Other,192330,3671,184,5739,63463
MKT612,Monsoon Offers,YouTube,2024-02-10,2024-03-05,South,Returning,18-25,Female,184796,7519,2941,6545,36572
MKT613,Clearance Campaign,Facebook,2024-10-10,2024-11-03,South,Returning,18-25,Other,84286,4962,1867,34140,27948
MKT614,New Year Promo,Instagram,2024-03-23,2024-04-22,West,New,18-25,Male,94842,13734,184,14327,48826
MKT615,Clearance Campaign,Twitter,2024-09-10,2024-09-21,North,New,50+,Male,124927,14122,2044,10127,99051
MKT616,Monsoon Offers,Facebook,2024-05-09,2024-05-17,North,Returning,18-25,Male,34908,4177,2212,28331,37867
MKT617,Clearance Campaign,YouTube,2024-10-21,2024-11-05,South,Returning,50+,Other,57228,4722,1769,28004,70231
MKT618,Winter Deals,Email,2024-05-05,2024-06-04,North,New,18-25,Male,43386,5906,762,46833,76262
MKT619,Festive Blast,Facebook,2024-07-20,2024-07-29,West,New,18-25,Other,197826,14712,726,15492,82233
MKT620,Weekend Bonanza,Twitter,2024-02-06,2024-03-06,North,Returning,26-35,Male,48302,8263,163,18749,54678
MKT621,New Year Promo,Facebook,2024-05-18,2024-06-11,South,Returning,36-50,Female,80815,14699,1018,28508,22963
MKT622,Mega Discount,Google Ads,2024-07-14,2024-07-23,West,Returning,50+,Other,83344,6054,1475,14045,74360
MKT623,Summer Sale,Email,2024-05-31,2024-06-24,North,Returning,26-35,Other,186690,10667,1281,25116,59434
MKT624,Weekend Bonanza,Twitter,2024-10-01,2024-10-15,East,Returning,18-25,Male,131603,12088,1712,23667,76617
MKT625,Summer Sale,Twitter,2024-01-13,2024-02-03,West,New,50+,Other,81114,1808,590,14521,30269
MKT626,Festive Blast,Instagram,2024-06-05,2024-06-28,West,Returning,18-25,Other,45525,10170,1978,13669,86312
MKT627,New Year Promo,YouTube,2024-04-14,2024-05-14,East,New,36-50,Female,99818,11655,2040,32302,89732
MKT628,Diwali Offers,Instagram,2024-09-30,2024-10-15,East,Returning,26-35,Female,134589,1725,412,16283,91494
MKT629,Mega Discount,Twitter,2024-07-29,2024-08-16,West,New,36-50,Male,165406,11693,2762,35935,98905
MKT630,Winter Deals,Email,2024-05-28,2024-06-24,East,Returning,26-35,Female,114715,12554,1018,11998,87225
MKT631,Diwali Offers,Facebook,2024-06-03,2024-06-17,South,Returning,18-25,Male,26644,8701,1982,33806,92867
MKT632,Festive Blast,Facebook,2024-08-15,2024-09-09,South,New,36-50,Male,121154,2216,912,36624,47528
MKT633,Weekend Bonanza,Email,2024-06-23,2024-07-03,South,New,36-50,Male,184005,5051,1589,18440,88972
MKT634,Winter Deals,Twitter,2024-08-28,2024-09-15,West,Returning,18-25,Other,63469,3197,1426,26797,75602
MKT635,Clearance Campaign,Facebook,2024-02-05,2024-03-03,East,Returning,36-50,Female,184759,3806,779,6269,43332
MKT636,Monsoon Offers,Facebook,2024-07-31,2024-08-15,East,Returning,50+,Male,126609,9970,534,12868,88929
MKT637,Winter Deals,Facebook,2024-05-08,2024-05-26,North,Returning,26-35,Female,168447,1972,781,35251,79206
MKT638,Festive Blast,YouTube,2024-03-09,2024-03-26,North,Returning,26-35,Male,85206,12002,1258,17373,12251
MKT639,Flash Sale,YouTube,2024-01-21,2024-02-12,East,New,26-35,Female,116462,6634,1173,23987,55717
MKT640,Monsoon Offers,Google Ads,2024-05-11,2024-05-24,East,New,50+,Female,187679,14704,1555,43729,37027
MKT641,Summer Sale,Instagram,2024-03-26,2024-04-07,East,Returning,26-35,Male,103178,8483,2487,20734,96551
MKT642,Mega Discount,Email,2024-06-23,2024-07-05,West,New,18-25,Other,175065,3123,2494,47429,19583
MKT643,Summer Sale,Email,2024-10-23,2024-11-03,East,New,36-50,Female,195458,9790,2793,46337,60387
MKT644,Winter Deals,Email,2024-03-22,2024-04-14,North,New,50+,Other,197359,12533,1470,45325,33104
MKT645,Summer Sale,Google Ads,2024-07-15,2024-08-04,West,Returning,26-35,Other,106724,1224,748,23064,22224
MKT646,Festive Blast,YouTube,2024-04-30,2024-05-07,East,New,18-25,Male,116393,14841,344,13433,70624
MKT647,Clearance Campaign,Twitter,2024-03-23,2024-04-02,North,Returning,36-50,Male,147314,10032,2256,14111,66058
MKT648,Weekend Bonanza,Twitter,2024-03-30,2024-04-25,West,New,36-50,Male,96312,2814,2680,43450,39299
MKT649,Mega Discount,Google Ads,2024-02-21,2024-03-10,East,Returning,50+,Female,95324,14001,395,20047,88572
MKT650,Summer Sale,Twitter,2024-01-04,2024-01-31,East,New,50+,Male,91196,2106,2259,13084,95469
MKT651,Summer Sale,Email,2024-10-14,2024-11-13,East,Returning,50+,Male,90014,1124,1712,26751,87928
MKT652,Winter Deals,Instagram,2024-01-14,2024-01-21,West,Returning,18-25,Female,159282,4246,2490,21453,83474
MKT653,Weekend Bonanza,Facebook,2024-01-05,2024-02-04,North,New,18-25,Female,161994,14380,2248,25308,14141
MKT654,Diwali Offers,YouTube,2024-03-11,2024-04-03,North,Returning,50+,Male,187361,3931,2776,43968,33350
MKT655,Summer Sale,YouTube,2024-10-03,2024-10-30,South,Returning,26-35,Male,53340,14567,1727,35077,85082
MKT656,Festive Blast,Google Ads,2024-08-05,2024-09-04,East,Returning,36-50,Male,59850,13317,127,48046,80871
MKT657,Flash Sale,YouTube,2024-07-11,2024-07-24,South,Returning,36-50,Male,133711,3971,2085,39775,15077
MKT658,Mega Discount,Email,2024-03-31,2024-04-20,South,Returning,18-25,Other,31094,3017,1660,29503,56015
MKT659,Summer Sale,Twitter,2024-08-29,2024-09-20,North,Returning,36-50,Other,107959,8415,157,7779,81147
MKT660,Festive Blast,Email,2024-10-25,2024-11-13,West,Returning,26-35,Male,184490,3415,1621,26304,69180
MKT661,Festive Blast,Google Ads,2024-08-08,2024-09-02,West,Returning,36-50,Other,25741,13782,396,5755,50857
MKT662,Mega Discount,Email,2024-05-26,2024-06-20,North,New,18-25,Female,131585,4096,2281,44263,69840
MKT663,Diwali Offers,Twitter,2024-01-30,2024-02-23,West,New,18-25,Other,142564,2609,2396,47955,69902
MKT664,Festive Blast,Instagram,2024-01-07,2024-01-29,South,Returning,26-35,Other,88798,1717,2697,47281,15577
MKT665,Flash Sale,Google Ads,2024-09-17,2024-09-24,East,Returning,26-35,Male,136026,4561,1001,22400,30002
MKT666,Festive Blast,Instagram,2024-05-15,2024-05-28,North,New,36-50,Other,130130,10208,2064,45115,60711
MKT667,Festive Blast,Facebook,2024-05-19,2024-06-11,East,New,36-50,Other,42164,12757,1198,19249,49451
MKT668,Festive Blast,Instagram,2024-07-24,2024-08-02,West,New,18-25,Other,186667,14625,1777,49825,59103
MKT669,Clearance Campaign,Facebook,2024-06-22,2024-07-21,East,Returning,26-35,Other,50257,13893,2981,29600,38647
MKT670,Clearance Campaign,Facebook,2024-01-30,2024-02-23,West,New,26-35,Female,165283,13662,1291,42706,44831
MKT671,Diwali Offers,Instagram,2024-06-20,2024-07-17,West,Returning,26-35,Male,115989,7782,870,24222,76830
MKT672,Summer Sale,Google Ads,2024-08-05,2024-08-19,South,Returning,36-50,Male,156304,11152,1626,38505,90632
MKT673,Festive Blast,Twitter,2024-03-18,2024-04-12,West,New,26-35,Female,72691,2048,1478,43968,46833
MKT674,Weekend Bonanza,Email,2024-06-26,2024-07-07,South,Returning,18-25,Other,99768,10549,1348,46139,34398
MKT675,Summer Sale,Email,2024-08-22,2024-09-07,South,Returning,18-25,Female,176685,12618,1654,46302,71554
MKT676,Diwali Offers,Twitter,2024-08-16,2024-09-03,South,Returning,36-50,Other,34026,9307,245,34148,60755
MKT677,New Year Promo,Facebook,2024-02-29,2024-03-17,North,Returning,50+,Female,50908,11287,2083,27302,27706
MKT678,Summer Sale,Facebook,2024-10-17,2024-11-14,North,New,36-50,Male,39610,8905,1364,7623,32340
MKT679,Summer Sale,Google Ads,2024-01-28,2024-02-11,West,New,50+,Male,197718,10993,2007,13646,74994
MKT680,Monsoon Offers,YouTube,2024-07-19,2024-07-30,South,Returning,26-35,Male,83185,11338,2491,18543,73884
MKT681,Winter Deals,Instagram,2024-08-08,2024-09-06,North,Returning,36-50,Other,92567,6578,1872,33960,94361
MKT682,Monsoon Offers,Facebook,2024-03-24,2024-04-11,South,New,18-25,Other,198646,14834,1158,27785,27482
MKT683,Flash Sale,Email,2024-06-06,2024-06-17,East,Returning,26-35,Female,56182,2620,2849,17817,64225
MKT684,Clearance Campaign,Google Ads,2024-03-17,2024-03-27,East,New,18-25,Female,136136,7548,2148,36406,68849
MKT685,Clearance Campaign,Instagram,2024-10-04,2024-10-16,East,Returning,26-35,Male,151642,8381,2119,28456,84854
MKT686,Winter Deals,Google Ads,2024-04-04,2024-04-23,West,Returning,36-50,Other,39288,5780,252,28777,51256
MKT687,Mega Discount,Instagram,2024-08-07,2024-08-22,South,New,50+,Female,98824,12142,2576,25914,91110
MKT688,Mega Discount,Instagram,2024-07-03,2024-07-19,East,New,26-35,Other,180949,4792,607,34553,24650
MKT689,Diwali Offers,Twitter,2024-07-31,2024-08-22,North,New,50+,Other,104425,14759,590,28548,56118
MKT690,Winter Deals,Facebook,2024-02-05,2024-02-21,East,New,26-35,Male,20917,3941,444,42265,38930
MKT691,Summer Sale,Google Ads,2024-09-01,2024-09-27,East,Returning,18-25,Male,95602,6695,2035,45701,95707
MKT692,Mega Discount,Google Ads,2024-01-16,2024-02-02,East,New,18-25,Other,84575,7401,1861,11727,21801
MKT693,Festive Blast,Twitter,2024-09-14,2024-10-07,West,Returning,26-35,Other,92518,14097,320,49924,61360
MKT694,Weekend Bonanza,Email,2024-10-13,2024-11-07,North,New,50+,Other,59104,10169,2038,37427,97908
MKT695,Summer Sale,Email,2024-08-04,2024-09-03,South,New,36-50,Other,169134,7197,2042,21692,26559
MKT696,Flash Sale,Facebook,2024-07-02,2024-07-23,North,Returning,36-50,Male,36999,12258,822,36625,42334
MKT697,Festive Blast,Facebook,2024-05-28,2024-06-20,South,New,18-25,Female,161013,6450,627,29918,23288
MKT698,Festive Blast,YouTube,2024-05-21,2024-06-17,West,New,36-50,Male,81169,9975,1622,46395,32398
MKT699,Winter Deals,Twitter,2024-04-15,2024-04-29,West,New,18-25,Female,174542,9432,2988,46136,86230
MKT700,Diwali Offers,Email,2024-06-11,2024-06-21,West,New,36-50,Other,149744,6874,1764,20577,22191
MKT701,Flash Sale,Instagram,2024-01-10,2024-02-06,West,Returning,26-35,Female,130684,2553,580,24619,28051
MKT702,Mega Discount,Google Ads,2024-01-05,2024-01-19,South,Returning,18-25,Male,79821,13770,1971,38710,71715
MKT703,Winter Deals,Facebook,2024-03-12,2024-04-07,East,New,18-25,Male,195507,2012,1562,42388,20737
MKT704,Mega Discount,Google Ads,2024-06-01,2024-06-11,South,New,26-35,Other,155601,9378,1525,21195,75140
MKT705,Winter Deals,Google Ads,2024-01-16,2024-02-03,North,New,18-25,Male,32192,2881,444,32689,35251
MKT706,Winter Deals,YouTube,2024-06-12,2024-07-04,West,Returning,36-50,Other,94102,7799,144,16154,60975
MKT707,Winter Deals,Email,2024-07-09,2024-07-31,West,Returning,36-50,Male,134894,14240,2168,44121,15147
MKT708,Diwali Offers,Facebook,2024-03-10,2024-03-26,North,Returning,18-25,Male,106795,14675,1757,34412,60508
MKT709,Winter Deals,Google Ads,2024-06-22,2024-07-07,South,Returning,36-50,Other,185159,5586,1987,26341,62224
MKT710,New Year Promo,Facebook,2024-08-29,2024-09-24,East,New,50+,Female,86677,9622,2195,37018,29643
MKT711,Weekend Bonanza,Instagram,2024-10-27,2024-11-06,East,New,18-25,Male,155699,9430,1614,14145,48967
MKT712,Mega Discount,YouTube,2024-02-18,2024-03-17,North,New,26-35,Female,154327,7447,2698,47262,50733
MKT713,Summer Sale,Instagram,2024-10-05,2024-10-29,East,Returning,50+,Male,156285,3345,2434,27223,94003
MKT714,Monsoon Offers,Facebook,2024-08-10,2024-08-25,South,New,18-25,Male,122412,1075,1101,7880,44808
MKT715,Flash Sale,Facebook,2024-05-10,2024-05-20,South,Returning,26-35,Male,39404,10548,1133,26271,77288
MKT716,Clearance Campaign,Email,2024-05-06,2024-05-26,North,Returning,36-50,Male,136545,6877,2689,38313,68959
